,state,ref_year,enrolled,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,total_expenditure_per_student,instruction_expenditure_per_student,support_expenditure_per_student,7yr_avg_total_per_student,7yr_avg_instruction_per_student,7yr_avg_support_per_student
911,Utah,2009,532433.0,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325.0,821593,8.301044450663277,4.074567128634025,1.8943904679086383,7.658804005638022,3.8040210507298857,1.8017215950693541
962,Utah,2010,538676.0,4250259,570301,2171889,1508069,4326951,2117551,1002867,308107.0,786272,8.032566886217317,3.9310290415760125,1.8617257869294344,7.853520065370353,3.9120736388495105,1.8441626337893653
1013,Utah,2011,545395.0,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664.0,592949,7.693352524317238,3.9555496475031857,1.8675418733211708,7.926424465095328,3.982468874896831,1.882640162949384
1064,Utah,2012,553873.0,4217360,426702,2158049,1632609,4330417,2161779,1052249,334499.0,666528,7.818429495570284,3.9030228951402215,1.8998019401559563,7.94206022077926,4.0407047906404925,1.9295117836420295
1115,Utah,2013,562315.0,4300793,409774,2235917,1655102,4584624,2361179,1097484,309365.0,698249,8.153124138605586,4.199032570712145,1.9517245671909873,7.968470749403109,4.0967123625774,1.958551815517502
1166,Utah,2014,570423.0,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794.0,490911,7.688848451061756,4.096281180807927,1.998462544462618,7.9577880599340745,4.124326249410964,1.9746894869488465
1217,Utah,2015,573913.0,4705084,400213,2487937,1816934,4537962,2367650,1166728,271400.0,606254,7.907055599019364,4.125451070109929,2.032935305525402,8.010675167057443,4.15808156979252,1.9961190096743817
1268,Utah,2016,580215.0,4952923,394060,2533573,2025290,4923657,2591600,1217100,286744.0,707988,8.485918151030221,4.466620132192377,2.097670691036943,8.058736584929232,4.221846238455595,2.020198277053988
45,Vermont,1992,,812377,31757,204163,576457,800377,386699,205777,,25781,,,,8.678833304330404,4.192011828405005,2.0441807272178303
96,Vermont,1993,97454.0,837540,34179,216778,586583,809853,405876,193543,22698.0,15655,8.310105280440002,4.164795698483387,1.9859933917540584,8.922984018064156,4.194239418283885,2.0754725793720525
147,Vermont,1994,98377.0,892124,34989,219927,637208,869710,419793,203059,25011.0,38902,8.840582656515242,4.267186435853909,2.064090183681145,9.243634103725226,4.263879091722713,2.1116696054727564
198,Vermont,1995,100317.0,934916,33672,224946,676298,891398,415719,208906,24883.0,36040,8.885811976035965,4.1440533508777175,2.082458606218288,9.452291334781918,4.312341369193919,2.1549074058536926
249,Vermont,1996,101064.0,965238,36693,215657,712888,975817,424562,219243,23167.0,56478,9.655436159265417,4.200922187920526,2.1693481358347184,9.710625857980194,4.42009662132241,2.2197494009071828
300,Vermont,1997,101584.0,1022546,37631,232557,752358,1069297,461439,229220,25761.0,96165,10.526234446369507,4.542437785478028,2.256457709875571,10.235609577352443,4.622156482909456,2.3430861966940952
351,Vermont,1998,101413.0,1089658,44750,253591,791317,1064388,461901,240460,25038.0,63485,10.495577490065376,4.554652756549949,2.3710964077583743,10.882761960330072,4.882714340557478,2.491614976018219
402,Vermont,1999,100348.0,1147600,52814,677199,417587,1129982,508426,261788,24725.0,44146,11.260632997169848,5.066628134093355,2.608801371228126,11.676919803771638,5.221370774269603,2.6775243226567405
453,Vermont,2000,99609.0,1211370,65052,711259,435059,1193813,555740,283821,29595.0,39112,11.984991316045738,5.5792147295927075,2.849350962262446,12.466690878063421,5.619270063971736,2.887237140015506
504,Vermont,2001,97715.0,1300273,60383,732580,507310,1306513,595191,303287,28777.0,62053,13.370649337358644,6.091091439390063,3.1037916389500078,13.326221473629975,6.037632961685353,3.126234342933645
555,Vermont,2002,96427.0,1387074,68819,766164,552091,1392880,628188,326292,31686.0,65657,14.444916880126936,6.514648386862601,3.38382403268794,14.342554325662459,6.525868415002008,3.391796046784728
606,Vermont,2003,94901.0,1451171,79956,779124,592091,1440961,662999,345187,32289.0,46411,15.183833679307911,6.98621721583545,3.6373378573460764,15.425553763050804,7.0027735710954415,3.665170361469726
657,Vermont,2004,93705.0,1525776,94546,801169,630061,1550157,700068,368208,34203.0,77287,16.542948615335362,7.470978069473348,3.9294381303025454,16.599243495434866,7.485847100920523,3.9605588817423905
708,Vermont,2005,92819.0,1628681,95016,1090494,443171,1634534,739981,392627,36577.0,63280,17.609907454292763,7.972300929766535,4.230028334715953,17.757125638428118,7.966174499256759,4.269825272877013
759,Vermont,2006,90850.0,1725093,102791,1153104,469198,1711762,763591,410862,37607.0,59192,18.841629058888277,8.404964226747385,4.522421574023115,18.44250524737066,8.45784759479168,4.595727744574314
810,Vermont,2007,89329.0,1836316,97086,1237083,502147,1804519,800453,439237,41603.0,70359,20.20081944273416,8.96072943836828,4.917070604171098,19.073337310277832,8.909724581866062,4.905819080378762
861,Vermont,2008,87919.0,1888635,94504,1290067,504064,1888133,831132,463215,44089.0,83821,21.4758243383114,9.45338322774372,5.268656376892367,19.53907610605643,9.301509065291317,5.185079834738488
912,Vermont,2009,86320.0,1683034,102453,1336424,244157,1661019,859433,489015,49100.0,64170,19.242574142724745,9.956360055607044,5.665141334569046,19.826863647403894,9.631087729952327,5.422916105479321
963,Vermont,2010,87750.0,1749898,173528,1326528,249842,1719870,890606,509650,47578.0,65751,19.59965811965812,10.149356125356125,5.807977207977208,20.032604659490964,9.928765806464392,5.639850755698952
1014,Vermont,2011,86982.0,1686499,106823,1329172,250504,1722515,888388,511825,53418.0,63655,19.803120185785566,10.21346945345014,5.88426341082063,20.19289381123519,10.199966132342293,5.835293350699984
1065,Vermont,2012,87968.0,1754161,124451,1372320,257390,1726321,904254,518561,54031.0,45788,19.62442024372499,10.279351582393598,5.894882229901783,20.42771050981923,10.498907253290355,6.032922307161963
1116,Vermont,2013,89200.0,1817307,114697,1431621,270989,1809138,935593,538854,57026.0,55825,20.281816143497757,10.488710762331838,6.040964125560538,21.060770573617194,10.721876020796381,6.170613729355894
1167,Vermont,2014,87990.0,1895044,102434,1495453,297157,1876197,955495,553032,59714.0,56780,21.322843504943744,10.85913171951358,6.285168769178315,21.30428931594371,10.817296003369757,6.231053149585676
1218,Vermont,2015,85184.0,1996795,105333,1546600,344862,1969415,983532,566649,61871.0,58856,23.1195412283997,11.545971074380166,6.652059072126221,21.604523141975335,10.93806131335368,6.300411097338684
1269,Vermont,2016,87974.0,2112365,111891,1614518,385956,2082696,1013209,583178,56289.0,42911,23.673994589310478,11.517141428149225,6.628981289926569,22.099548866537923,11.102738746093701,6.40179331419791
46,Virginia,1992,,5631293,313971,2180133,3137189,5744469,2982862,1758078,,523409,,,,5.995613269716903,3.1361089272100595,1.8097431966190747
97,Virginia,1993,1032842.0,5918536,365601,2358711,3194224,5955333,3121277,1837782,303062.0,488487,5.765967108231463,3.0220275705286967,1.7793447594114105,6.094931563727743,3.1858140796002226,1.8308436347704604
148,Virginia,1994,1044721.0,6125739,372866,2399644,3353229,6276362,3271356,1883438,314439.0,587495,6.0076920058082495,3.1313202280800327,1.8028143399051038,6.232596249496258,3.2515405829136945,1.8576526078361624
199,Virginia,1995,1060809.0,6354418,368088,2522258,3464072,6590998,3452911,1959389,337469.0,602745,6.213180695110996,3.2549789830214486,1.84707049054071,6.366198694115121,3.32625343599765,1.8894470738253197
250,Virginia,1996,1079854.0,6674519,361726,2548036,3764757,6903384,3601237,2045400,347988.0,721139,6.3928864457602605,3.3349295367707117,1.8941449492246174,6.517284566915127,3.405826621992998,1.9278573800742778
301,Virginia,1997,1096279.0,7345090,356767,2938616,4049707,7436340,3852814,2154066,383787.0,831898,6.783254992570322,3.5144465961675815,1.964888500098971,6.848198474310432,3.5825023723900737,2.006547627874103
352,Virginia,1998,1110815.0,7723744,401716,3046785,4275243,7813707,4109813,2275415,408498.0,796239,7.034210917209436,3.6998177014174276,2.048419403771105,7.221772341469152,3.7773932691785386,2.1069378583333327
403,Virginia,1999,1122858.0,8331336,418359,3512788,4400189,8335873,4360356,2423486,441515.0,875124,7.423799803715163,3.8832657379650857,2.1583192175680272,7.589252754896679,3.9730174794131847,2.212360622489826
454,Virginia,2000,1132673.0,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530.0,1011384,8.082364459998605,4.258757823308228,2.3301764940101863,7.982061282568389,4.184633644172134,2.328770586736507
505,Virginia,2001,1143807.0,9493862,531724,3976620,4985518,9862715,5142049,2865861,378979.0,1113113,8.622709075919277,4.495556505599284,2.5055459531197135,8.380869388834189,4.403051250747632,2.4559425752392587
556,Virginia,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,8.785543589103693,4.624348454663976,2.585029839636159,8.84587706596648,4.653655672227806,2.602399307995441
607,Virginia,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,9.142546139462235,4.816242690083355,2.7090146989513872,9.37224899643995,4.925789946772846,2.7619028394080556
658,Virginia,2004,1191035.0,11151172,765353,4241483,6144336,11404055,6006830,3400515,456829.0,1125646,9.57491173643092,5.043369842196073,2.8550924196182312,9.938416247412587,5.210614459960327,2.936803039295006
709,Virginia,2005,1203697.0,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204.0,1180309,10.289264657135476,5.4540486517786455,3.073616533064384,10.474974361560603,5.497264888562696,3.118024767011192
760,Virginia,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,11.10840331702944,5.788205659780359,3.2748439374563287,11.013941155724103,5.784453094447329,3.3055256005295486
811,Virginia,2007,1220440.0,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603.0,1473546,12.045535216807053,6.252529415620596,3.5544778932188392,11.420284332831335,6.020256825594371,3.4527382818192267
862,Virginia,2008,1230857.0,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074.0,1528769,12.378615874955416,6.502109505815866,3.774098047133014,11.72853337367503,6.197572167017584,3.5705171964807874
913,Virginia,2009,1235064.0,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858.0,1418914,12.558311148248189,6.634665895856409,3.8975356742646534,11.977637064223694,6.341370543325723,3.6704991511559126
964,Virginia,2010,1244673.0,14937195,1532041,5489710,7915444,14919831,8049137,4654459,565527.0,1127484,11.986948379212853,6.466868808112653,3.73950346797914,12.156549667153369,6.468357228122136,3.7531473527233388
1015,Virginia,2011,1250852.0,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290.0,1075067,11.732655022336775,6.2845772321585605,3.679544822249155,12.196262090655148,6.524924865851612,3.8024181275143367
1066,Virginia,2012,1257332.0,14940479,1365551,5564504,8010424,15129464,8123166,4744530,611769.0,1078796,12.03299049097613,6.460637285935616,3.7734902157902606,12.22642482698059,6.57337416489373,3.8297831868424894
1117,Virginia,2013,1264880.0,15322318,1108879,5874323,8339116,15634918,8445746,4874065,626080.0,1089417,12.360791537537157,6.677112453355259,3.8533813484283095,12.268610548668146,6.621130757403342,3.847840967427083
1168,Virginia,2014,1273211.0,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387.0,1041633,12.323522181319515,6.6485028797269266,3.8993733167558244,12.315554243577362,6.646841082285124,3.8658972173350743
1219,Virginia,2015,1279867.0,15857524,1012205,6240349,8604970,16113212,8755896,5075509,627473.0,1086722,12.589755029233507,6.841254599110689,3.9656534624300805,12.432134087825478,6.719293852310436,3.903167696352258
1270,Virginia,2016,1283493.0,16259274,1058146,6297587,8903541,16497520,8944614,5164699,643506.0,1161323,12.853611200061083,6.968962043423688,4.023940138356812,12.531919987037815,6.78395799390414,3.935587066492757
47,Washington,1992,,4870832,263053,3467779,1140000,5360834,2587181,1518521,,855759,,,,6.528968193987385,3.1890872632900913,1.8902746558881596
98,Washington,1993,896197.0,5270961,284396,3720223,1266342,5791436,2778268,1626508,235224.0,942214,6.4622354236847475,3.1000639368353164,1.8149000721939483,6.615987215227056,3.234041124154739,1.921462374080766
149,Washington,1994,915952.0,5739012,327784,3978265,1432963,5968590,2918426,1741684,252127.0,840257,6.516269411497546,3.186221548727444,1.9015013887190595,6.686783229366017,3.2760549051852346,1.9449381588099814
200,Washington,1995,938314.0,5985425,345792,4091373,1548260,6200754,3078586,1833862,265076.0,785601,6.608399746779862,3.2809763043075133,1.9544225067514713,6.784880960250448,3.322041429749493,1.973700464444197
251,Washington,1996,956572.0,6354593,366716,4288899,1698978,6578388,3222598,1927517,280214.0,895494,6.8770442789460695,3.3689027067486816,2.015025528658585,6.885898813111417,3.3682447767146604,2.0009814312689076
302,Washington,1997,974504.0,6667626,388123,4443435,1836068,6792261,3356299,1986859,293323.0,897137,6.9699672859218635,3.444110029307217,2.0388412977268437,7.074583870230946,3.468896445801853,2.0670128176908684
353,Washington,1998,991235.0,6928738,438391,4546140,1944207,7211601,3520841,2098952,311726.0,997000,7.275369614672606,3.551974052570783,2.117511992615273,7.2847810702971065,3.5801893940978364,2.126639991865679
404,Washington,1999,999616.0,7288143,486500,4696554,2105089,7489129,3644065,2163836,330124.0,1053316,7.492005930277227,3.645464858505666,2.1646672322171714,7.524498381823883,3.7034983394708134,2.19149104874049
455,Washington,2000,1003714.0,7620930,543966,4812796,2264168,7811937,3818756,2285577,350703.0,1048059,7.783030823521441,3.8046256204456648,2.2771197771476737,7.7814803621537205,3.8322607693159667,2.2576636569464092
506,Washington,2001,1004843.0,7936037,561773,5032514,2341750,8026334,3984476,2330122,367295.0,1028063,7.987649811960674,3.965272186799331,2.3188916079427333,8.046449111077612,3.9624506691999204,2.3272657691027994
557,Washington,2002,1009200.0,8250593,640386,5194962,2415245,8362656,4182265,2430537,382728.0,1037135,8.2864209274673,4.144138921918351,2.4083799048751486,8.323678409556148,4.103441409335819,2.401911815336152
608,Washington,2003,1014577.0,8565636,702469,5334268,2528899,8802387,4332487,2514359,396084.0,1189781,8.675918141254927,4.270239715664755,2.47823378610002,8.626427276428984,4.251034511041736,2.4876420649171322
659,Washington,2004,1020990.0,8790531,749399,5416352,2624780,9009980,4446860,2579078,407707.0,1217468,8.824748528389113,4.355439328494892,2.526056082821575,9.001775049858844,4.424336233008342,2.5839245803533446
710,Washington,2005,1019925.0,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619.0,1292543,9.215974704022354,4.538909233522073,2.6400343162487436,9.480997766949704,4.629574245411214,2.7201559518611655
761,Washington,2006,1031668.0,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909.0,1422488,9.611247998387078,4.6786165704470815,2.764778979284033,9.985272289702662,4.862790090050924,2.8539329081048246
812,Washington,2007,1026121.0,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389.0,1624443,10.410465237530467,5.017737674211911,2.9510973852011606,10.37785560014427,5.072111249272731,2.969685770064622
863,Washington,2008,1029576.0,11195224,895642,6932500,3367082,11677666,5561706,3369299,501855.0,1797341,11.342208831596697,5.4019382736194315,3.2725112084974786,10.751014819294314,5.272711404433467,3.078256447051932
914,Washington,2009,1035907.0,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407.0,1818982,11.816342586738,5.776649834396331,3.3448185985807606,11.100826869219173,5.4264198654078655,3.211882421001808
965,Washington,2010,1034735.0,11919090,1400984,6931430,3586676,11820814,5934710,3402730,503236.0,1516372,11.424001314346185,5.735487830217399,3.288503819818601,11.372305325358514,5.561620064026628,3.330415674968973
1016,Washington,2011,1042979.0,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227.0,1467334,11.436863062439416,5.759640414620045,3.2860508217327484,11.614646134681724,5.691297977251034,3.453903804620827
1067,Washington,2012,1044856.0,11955582,1057045,7001110,3897427,12187889,5866729,3735795,524816.0,1552074,11.664659053496367,5.61486846034286,3.575416133897877,11.810105501708438,5.786701378915661,3.587303314215608
1118,Washington,2013,1050901.0,12242231,1042200,7159428,4040603,12097549,5911337,3777476,537261.0,1443002,11.51159719136246,5.625017960778417,3.594511757054185,12.132293241654235,5.89551175242917,3.755847568841958
1169,Washington,2014,1057773.0,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588.0,1525815,12.106850902792944,5.92548306678276,3.8155142927641377,12.250341896205576,5.922182406131131,3.8337381936791846
1220,Washington,2015,1072359.0,13709442,1036422,8293812,4379208,13630138,6508964,4510672,546926.0,1601069,12.710424400783692,6.069762085271817,4.2063077756609495,12.413037662958809,5.954690804433348,3.943275668068472
1271,Washington,2016,1083973.0,14964364,1097684,9211201,4655479,15253296,7087365,4904575,577606.0,2204059,14.071656766358572,6.538322448990888,4.524628380965209,12.60013231532442,6.03964639045597,4.03524055161112
48,West Virginia,1992,,1585099,130117,1021803,433179,1587968,835186,465429,,156015,,,,5.9473029954335965,3.3771193967193955,1.6451011405016196
99,West Virginia,1993,317719.0,1832154,140913,1220263,470978,1829848,1023497,500010,116349.0,171484,5.759328211406935,3.221390599869696,1.573749130520995,6.040540617228254,3.4561894468709244,1.6881178955392424
150,West Virginia,1994,313750.0,1854403,147289,1185501,521613,1843973,1051169,507996,116579.0,151404,5.877204780876494,3.3503394422310757,1.6191107569721115,6.16263177469718,3.5109871953966936,1.7368541030126405
201,West Virginia,1995,310231.0,1916605,155738,1210730,550137,1925100,1104307,540560,128462.0,134365,6.205375994017361,3.5596281480574152,1.7424435340117526,6.299800135520144,3.5735608305097575,1.7832505156158385
252,West Virginia,1996,306451.0,1958647,158572,1222505,577570,1936848,1131846,556873,130467.0,101350,6.3202534826122285,3.6933995973255103,1.8171681606521108,6.4449064554696225,3.649271229709462,1.8354772712852354
303,West Virginia,1997,303441.0,2053981,170220,1286247,597514,2018185,1131889,586187,140495.0,144209,6.650996404572882,3.730178189499771,1.9317989329062322,6.723618913082802,3.813553026457182,1.9405747542433074
354,West Virginia,1998,300737.0,2178936,202626,1351721,624589,2100841,1168793,606055,141099.0,171688,6.985641939634964,3.8864290060750757,2.015232578631828,7.038781426209409,3.9878240156383558,2.058818205148571
405,West Virginia,1999,296551.0,2190420,188865,1355717,645838,2169432,1216907,637240,146453.0,155822,7.315544375166498,4.103533624907689,2.1488378053016177,7.381310566579468,4.161123821546838,2.1694519315234357
456,West Virginia,2000,290982.0,2243151,210082,1365346,667723,2243563,1271988,672003,156775.0,129872,7.710315414699191,4.3713631771037385,2.3094315112274986,7.759121698721851,4.354092607577191,2.2963780662739945
507,West Virginia,2001,285785.0,2321731,244971,1388046,688714,2310098,1306105,699263,159933.0,131916,8.083342372762742,4.570236366499292,2.446814913308956,8.134892181910192,4.563671923394813,2.4199134927867383
558,West Virginia,2002,282145.0,2413744,258017,1451026,704701,2427316,1346601,710125,163018.0,194544,8.603079976607773,4.772726789416789,2.516879618635808,8.516512925741765,4.787628005250931,2.5676373177005836
609,West Virginia,2003,281591.0,2497707,267470,1519848,710389,2524444,1420396,761887,164473.0,166233,8.964931407608908,5.044181099537982,2.70565110390602,8.927949682123083,5.002875434505698,2.719106577145117
660,West Virginia,2004,280561.0,2585084,290752,1546921,747411,2603996,1458141,784602,168905.0,181816,9.281389786891264,5.197233400223125,2.796546918495443,9.341527704858478,5.195142954058968,2.8671024162068584
711,West Virginia,2005,279456.0,2701056,329159,1607433,764464,2698703,1524187,852145,174265.0,137026,9.656987146455972,5.454121579067904,3.0492993530287418,9.742892481084207,5.387936312196591,2.996808193621248
762,West Virginia,2006,279788.0,2814536,346628,1649661,818247,2852607,1569685,897874,184320.0,187462,10.195601669835733,5.610265629691051,3.2091226214133557,10.095819641695092,5.597694275913777,3.1411189517761966
813,West Virginia,2007,281298.0,2905489,353571,1677212,874706,2983267,1608247,941055,189649.0,228873,10.605361573846952,5.717235813976637,3.3454023846596845,10.581437166901143,5.879849414650581,3.309637014813821
864,West Virginia,2008,281735.0,2965828,320529,1723068,922231,3068910,1667812,945152,190634.0,249687,10.89289580634284,5.919789873462651,3.354755355209683,11.113897126810388,6.155361483957561,3.4976061971486523
915,West Virginia,2009,281908.0,3097212,355325,1793917,947970,3121728,1759397,994305,196984.0,157049,11.073570100883977,6.241032535437093,3.527054925720448,11.525547194383288,6.335351797012805,3.647047022150996
966,West Virginia,2010,281828.0,3176874,513794,1677745,985335,3484593,1978226,1094980,204402.0,191662,12.364254084051264,7.0192670706956015,3.885277545169394,11.83450679431076,6.459025322105241,3.76045406342214
1017,West Virginia,2011,282130.0,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866.0,269242,13.008609506255981,7.125817885371991,4.112331194839259,12.103416238946465,6.57183891158858,3.8675857325125427
1068,West Virginia,2012,282088.0,3970941,432223,2014017,1524701,3536971,1893954,1155259,220973.0,245082,12.538537619466267,6.71405377045461,4.095385128045149,12.318908462272892,6.656121352434392,3.982085973509809
1119,West Virginia,2013,282310.0,3486366,383169,2027414,1075783,3488877,1828234,1130079,225073.0,284685,12.358318869328043,6.475980305338103,4.00297191031136,12.474688654886167,6.695836401750411,4.060075663817336
1170,West Virginia,2014,280265.0,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824.0,286099,12.487727686296898,6.506930940360016,4.095324068292509,12.493094416691987,6.641931290259545,4.089208683591992
1221,West Virginia,2015,279565.0,3478401,362959,1979466,1135976,3466981,1819903,1161944,233836.0,232738,12.401341369627815,6.509766959383327,4.156257042190546,12.389991398779186,6.545153971237056,4.08458418134254
1272,West Virginia,2016,276764.0,3391579,358068,1863062,1170449,3366566,1804235,1127255,236487.0,181392,12.164031449176916,6.5190378806492175,4.072982757873134,12.352854843607417,6.502929021432667,4.081883944666887
49,Wisconsin,1992,,4993909,217723,2205439,2570747,5181471,2914442,1490415,,416449,,,,6.916048565152532,3.8574775432936335,2.003407331537664
100,Wisconsin,1993,829085.0,5357945,226234,2205644,2926067,5640718,3111910,1629643,193368.0,500029,6.80354607790516,3.7534269706966112,1.965592188979417,7.061054448303146,3.918381167942332,2.0405510845049832
151,Wisconsin,1994,843747.0,5682439,238786,2363863,3079790,5860230,3257526,1689034,193556.0,504767,6.94548247282657,3.8607852827921167,2.0018251916747554,7.239360508749511,3.9874611256166452,2.084789787595659
202,Wisconsin,1995,865374.0,6006745,248319,2621263,3137163,6056854,3425341,1767790,204052.0,426714,6.999117144725864,3.958220376392173,2.04280461395882,7.456824947374204,4.069017038709009,2.1330933085763597
